consumption_live,lat,lng,speed_kmh
0.0,50.52833833333333,18.095159666666667,31.1
0.0,50.528339833333334,18.095111166666666,31.0
0.0,50.528340666666665,18.095087,30.9
0.0,50.528342333333335,18.095038833333334,30.7
0.0,50.52834383333333,18.094990833333334,30.6
0.0,50.52834566666667,18.094943,30.5
0.0,50.528346666666664,18.094919166666667,30.4
0.0,50.52834766666667,18.0948955,30.4
0.0,50.52834983333333,18.094848166666665,30.2
0.0,50.528351,18.0948245,30.2
0.0,50.5283535,18.0947775,30.0
0.0,50.528354666666665,18.094754000000002,30.0
0.0,50.52835733333333,18.094707333333332,29.9
0.0,50.528360166666666,18.094661,29.7
0.0,50.52836166666667,18.094637833333334,29.7
0.0,50.52836466666667,18.094591666666666,29.6
0.0,50.52836633333333,18.094568666666667,29.5
0.0,50.528367833333334,18.094545666666665,29.5
0.0,50.528371166666666,18.094499833333334,29.4
0.0,50.528373,18.094477,29.3
0.0,50.528374666666664,18.094454333333335,29.2
0.0,50.528378333333336,18.094408833333333,29.1
0.0,50.528380166666665,18.094386333333333,29.1
0.0,50.528383833333336,18.094341166666666,29.0
0.0,50.52838766666667,18.094296166666666,28.9
0.0,50.528391666666664,18.094251333333332,28.8
0.0,50.528393666666666,18.094229,28.8
0.0,50.528395833333335,18.09420666666667,28.8
0.0,50.5284,18.094162166666667,28.7
0.0,50.528402166666666,18.09414,28.6
0.0,50.5284065,18.094095833333334,28.5
0.0,50.52840883333333,18.094073833333333,28.5
0.0,50.528411166666665,18.09405183333333,28.4
0.0,50.528416166666666,18.094008166666665,28.3
0.0,50.52841933333333,18.093986666666666,28.2
0.0,50.52842666666667,18.093944,28.2
0.0,50.528436,18.0939025,28.0
0.0,50.528446833333334,18.093862333333334,27.9
0.0,50.528453,18.093842833333333,27.8
0.0,50.5284595,18.0938235,27.8
0.0,50.52847366666666,18.0937865,27.6
0.0,50.52848133333333,18.0937685,27.6
0.0,50.52849766666667,18.093734,27.4
0.0,50.528506166666666,18.0937175,27.3
0.0,50.52852433333333,18.093685666666666,27.2
0.0,50.52853366666667,18.093670333333332,27.2
0.0,50.528553,18.093640666666666,27.2
0.0,50.5285725,18.093611166666665,27.2
0.0,50.528582,18.093596,27.2
0.0,50.528591166666665,18.093580333333332,27.2
0.0,50.52860866666666,18.093547833333332,27.1
0.0,50.528617,18.093531,27.1
0.0,50.528632333333334,18.093496166666668,27.0
0.0,50.5286395,18.093478333333334,26.9
0.0,50.52864616666667,18.093460166666667,26.9
0.0,50.52865833333333,18.09342283333333,26.7
0.0,50.52866366666667,18.093403833333333,26.5
0.0,50.528673,18.09336516666667,26.4
0.0,50.5286805,18.093325833333335,26.2
0.0,50.528683666666666,18.093305833333332,26.2
0.0,50.528688833333334,18.093265833333334,26.1
0.0,50.52869283333333,18.093225666666665,26.0
0.0,50.52869466666667,18.0932055,26.0
0.0,50.52869616666667,18.093185333333334,25.9
0.0,50.52869883333334,18.093144833333334,25.9
0.0,50.52869966666667,18.093124666666668,25.9
0.0,50.528701166666664,18.093084333333334,25.8
0.0,50.5287015,18.093064166666668,25.8
0.0,50.528701833333336,18.093023666666667,25.7
0.0,50.5287015,18.0929835,25.7
0.0,50.528701166666664,18.092963333333334,25.6
0.0,50.52870083333333,18.092943333333334,25.6
0.0,50.5287,18.092903333333332,25.6
0.0,50.5286995,18.092883333333333,25.5
0.0,50.5286985,18.0928435,25.4
0.0,50.52869783333333,18.092823666666668,25.4
0.0,50.52869716666667,18.092803666666665,25.4
0.0,50.52869583333333,18.092764,25.3
0.0,50.528695166666665,18.092744333333332,25.3
0.0,50.5286935,18.092704833333332,25.2
0.0,50.528692666666664,18.092685166666666,25.2
0.0,50.528691,18.092646,25.1
0.0,50.52869,18.09262633333333,25.1
0.0,50.528687,18.092567833333334,24.9
0.0,50.528685833333334,18.0925485,24.9
0.0,50.52868483333334,18.092529166666665,24.8
0.0,50.5286825,18.0924905,24.7
0.0,50.52868133333333,18.092471166666666,24.7
0.0,50.52867883333333,18.092432666666667,24.7
0.0,50.52867766666667,18.0924135,24.6
0.0,50.528675,18.092375333333333,24.6
0.0,50.52867366666667,18.092356166666665,24.5
0.0,50.5286725,18.092337166666667,24.5
0.0,50.52867033333333,18.092299,24.4
0.0,50.52866933333333,18.092279833333333,24.4
0.0,50.528666666666666,18.092223,24.3
0.0,50.528666,18.092204,24.2
