distance_m,speed_kmh,engine,elevation_m,corner_cap_kmh
829.8,27.99,0,203.46,55.0
830.8,28.00,0,203.46,55.0
831.8,28.02,0,203.45,55.0
832.8,28.03,0,203.44,55.0
833.8,28.06,0,203.43,55.0
834.8,28.08,0,203.42,55.0
835.8,28.09,0,203.41,55.0
836.8,28.10,0,203.40,55.0
837.8,28.11,0,203.40,55.0
838.8,28.13,0,203.39,55.0
839.8,28.15,0,203.38,55.0
840.8,28.16,0,203.37,55.0
841.8,28.17,0,203.36,55.0
842.8,28.18,0,203.35,55.0
843.8,28.19,0,203.35,55.0
844.8,28.20,0,203.34,55.0
845.8,28.22,0,203.33,55.0
846.8,28.22,0,203.32,55.0
847.8,28.24,0,203.32,55.0
848.8,28.25,0,203.31,55.0
849.8,28.26,0,203.30,55.0
850.8,28.27,0,203.29,55.0
851.8,28.27,0,203.29,55.0
852.8,28.27,0,203.28,55.0
853.8,28.28,0,203.28,55.0
854.8,28.28,0,203.27,55.0
855.8,28.28,0,203.26,55.0
856.8,28.27,0,203.26,55.0
857.8,28.26,0,203.26,55.0
858.8,28.26,0,203.25,55.0
859.8,28.25,0,203.25,55.0
860.8,28.25,0,203.25,55.0
861.8,28.25,0,203.24,53.8
862.8,28.25,0,203.23,51.9
863.8,28.25,0,203.23,50.4
864.8,28.23,0,203.23,49.5
865.8,28.23,0,203.22,48.3
866.8,28.22,0,203.22,46.5
867.8,28.20,0,203.22,44.9
868.8,28.20,0,203.21,44.4
869.8,28.20,0,203.21,44.2
870.8,28.19,0,203.21,43.7
871.8,28.17,0,203.21,42.7
872.8,28.17,0,203.20,41.7
873.8,28.15,0,203.20,41.3
874.8,28.13,0,203.20,41.2
875.8,28.12,0,203.20,40.8
876.8,28.10,0,203.20,40.2
877.8,28.08,0,203.20,39.7
878.8,28.06,0,203.19,39.5
879.8,28.05,0,203.19,39.3
880.8,28.03,0,203.19,39.0
881.8,28.01,0,203.19,38.6
882.8,28.00,0,203.19,38.2
883.8,28.00,0,203.18,38.1
884.8,27.98,0,203.18,38.1
885.8,27.96,0,203.18,38.1
886.8,27.94,0,203.18,38.2
887.8,27.91,0,203.18,38.3
888.8,27.88,0,203.19,38.5
889.8,27.84,0,203.19,38.6
890.8,27.81,0,203.19,38.8
891.8,27.77,0,203.19,39.0
892.8,27.72,0,203.20,39.1
893.8,27.68,0,203.20,39.0
894.8,27.64,0,203.21,39.1
895.8,27.60,0,203.21,39.3
896.8,27.56,0,203.22,39.5
897.8,27.51,0,203.22,39.7
898.8,27.47,0,203.23,39.8
899.8,27.40,0,203.24,40.2
900.8,27.34,0,203.24,40.7
901.8,27.30,0,203.25,41.1
902.8,27.26,0,203.25,41.5
903.8,27.21,0,203.26,42.1
904.8,27.17,0,203.26,42.8
905.8,27.12,0,203.27,43.2
906.8,27.06,0,203.28,43.4
907.8,27.01,0,203.28,44.0
908.8,26.98,0,203.29,44.6
909.8,26.94,0,203.29,45.1
910.8,26.89,0,203.29,45.4
911.8,26.83,0,203.30,45.6
912.8,26.77,0,203.31,46.4
913.8,26.71,0,203.32,47.5
914.8,26.65,0,203.33,48.3
915.8,26.61,0,203.33,48.8
916.8,26.55,0,203.34,49.5
917.8,26.49,0,203.35,50.6
918.8,26.44,0,203.36,51.5
919.8,26.38,0,203.36,52.2
920.8,26.33,0,203.37,52.7
921.8,26.27,0,203.38,53.3
922.8,26.23,0,203.38,54.6
923.8,26.19,0,203.39,55.0
924.8,26.13,0,203.39,55.0
925.8,26.08,0,203.40,55.0
926.8,26.04,0,203.40,55.0
927.8,25.98,0,203.41,55.0
928.8,25.92,0,203.42,55.0
929.8,25.87,0,203.42,55.0
930.8,25.80,0,203.43,55.0
931.8,25.75,0,203.44,55.0
932.8,25.69,0,203.45,55.0
933.8,25.64,0,203.45,55.0
934.8,25.57,0,203.46,55.0
935.8,25.51,0,203.47,55.0
936.8,25.44,0,203.48,55.0
937.8,25.39,0,203.49,55.0
938.8,25.33,0,203.50,55.0
939.8,25.27,0,203.50,55.0
940.8,25.20,0,203.51,55.0
941.8,25.13,0,203.52,55.0
942.8,25.05,0,203.54,55.0
943.8,24.98,0,203.54,55.0
944.8,24.91,0,203.55,55.0
945.8,24.85,0,203.56,55.0
946.8,24.78,0,203.57,55.0
947.8,24.72,0,203.58,55.0
948.8,24.66,0,203.59,55.0
949.8,24.60,0,203.59,55.0
950.8,24.54,0,203.60,55.0
951.8,24.47,0,203.61,55.0
952.8,24.41,0,203.62,55.0
953.8,24.34,0,203.63,55.0
954.8,24.28,0,203.64,55.0
955.8,24.20,0,203.65,55.0
956.8,24.14,0,203.66,55.0
957.8,24.06,0,203.67,55.0
958.8,23.99,0,203.68,55.0
959.8,23.94,0,203.68,55.0
960.8,23.89,0,203.69,55.0
961.8,23.83,0,203.70,55.0
962.8,23.77,0,203.70,55.0
963.8,23.71,0,203.71,55.0
964.8,23.66,0,203.72,55.0
965.8,23.58,0,203.73,55.0
966.8,23.52,0,203.73,55.0
967.8,23.46,0,203.74,55.0
968.8,23.40,0,203.75,55.0
969.8,23.34,0,203.76,55.0
970.8,23.27,0,203.76,55.0
971.8,23.22,0,203.77,55.0
972.8,23.16,0,203.78,55.0
973.8,23.11,0,203.78,55.0
974.8,23.05,0,203.79,55.0
975.8,23.00,0,203.80,55.0
976.8,22.93,0,203.80,55.0
977.8,22.86,0,203.81,55.0
978.8,22.80,0,203.82,55.0
979.8,22.72,0,203.83,55.0
980.8,22.66,0,203.84,55.0
981.8,22.60,0,203.85,55.0
982.8,22.52,0,203.86,55.0
983.8,22.46,0,203.86,55.0
984.8,22.39,0,203.87,55.0
985.8,22.32,0,203.88,55.0
986.8,22.25,0,203.89,55.0
987.8,22.18,0,203.90,55.0
988.8,22.11,0,203.91,55.0
989.8,22.03,0,203.92,55.0
990.8,21.95,0,203.93,55.0
991.8,21.88,0,203.94,55.0
992.8,21.80,1,203.95,55.0
993.8,22.39,1,203.96,55.0
994.8,22.94,1,203.97,55.0
995.8,23.47,1,203.97,55.0
996.8,23.97,1,203.98,55.0
997.8,24.45,1,203.99,55.0
998.8,24.91,1,204.00,55.0
999.8,25.35,1,204.01,55.0
1000.8,25.79,1,204.02,55.0
1001.8,26.20,1,204.02,55.0
1002.8,26.59,1,204.03,55.0
1003.8,26.98,1,204.04,55.0
1004.8,27.35,1,204.05,55.0
1005.8,27.71,1,204.06,55.0
1006.8,28.06,1,204.07,55.0
1007.8,28.40,1,204.08,55.0
1008.8,28.73,1,204.09,55.0
1009.8,29.04,1,204.10,55.0
1010.8,29.35,1,204.11,55.0
1011.8,29.65,1,204.12,55.0
1012.8,29.95,0,204.13,55.0
1013.8,29.88,0,204.14,55.0
1014.8,29.81,0,204.15,55.0
1015.8,29.75,0,204.16,55.0
1016.8,29.69,0,204.17,55.0
1017.8,29.62,0,204.18,55.0
1018.8,29.55,0,204.19,55.0
1019.8,29.48,0,204.20,55.0
1020.8,29.41,0,204.21,55.0
1021.8,29.34,0,204.22,55.0
1022.8,29.28,0,204.23,55.0
1023.8,29.22,0,204.24,55.0
1024.8,29.15,0,204.25,55.0
1025.8,29.08,0,204.26,55.0
1026.8,29.01,0,204.27,55.0
1027.8,28.95,0,204.28,55.0
1028.8,28.89,0,204.29,55.0
1029.8,28.82,0,204.30,55.0
1030.8,28.76,0,204.31,55.0
1031.8,28.69,0,204.32,55.0
1032.8,28.63,0,204.33,55.0
1033.8,28.57,0,204.34,55.0
1034.8,28.51,0,204.35,55.0
1035.8,28.44,0,204.36,55.0
1036.8,28.39,0,204.37,55.0
1037.8,28.33,0,204.37,55.0
1038.8,28.27,0,204.38,55.0
1039.8,28.22,0,204.39,55.0
1040.8,28.15,0,204.40,55.0
1041.8,28.08,0,204.41,55.0
1042.8,28.02,0,204.42,55.0
1043.8,27.96,0,204.43,55.0
1044.8,27.90,0,204.43,55.0
1045.8,27.85,0,204.44,55.0
1046.8,27.79,0,204.45,55.0
1047.8,27.74,0,204.46,55.0
1048.8,27.68,0,204.47,54.1
1049.8,27.63,0,204.47,53.1
1050.8,27.59,0,204.47,52.0
1051.8,27.55,0,204.48,50.8
1052.8,27.51,0,204.48,50.0
1053.8,27.46,0,204.49,50.0
1054.8,27.41,0,204.49,50.1
1055.8,27.37,0,204.50,49.7
1056.8,27.31,0,204.51,49.0
1057.8,27.27,0,204.51,48.0
1058.8,27.23,0,204.52,47.5
1059.8,27.18,0,204.52,47.4
1060.8,27.14,0,204.52,47.2
1061.8,27.11,0,204.53,46.7
1062.8,27.07,0,204.53,46.2
1063.8,27.04,0,204.53,45.7
1064.8,27.01,0,204.53,45.4
1065.8,26.98,0,204.54,45.3
1066.8,26.95,0,204.54,45.3
1067.8,26.92,0,204.54,45.1
1068.8,26.89,0,204.54,45.0
1069.8,26.86,0,204.54,44.9
1070.8,26.82,0,204.55,45.0
1071.8,26.80,0,204.55,45.2
1072.8,26.77,0,204.55,45.1
1073.8,26.72,0,204.55,45.0
1074.8,26.70,0,204.55,44.9
1075.8,26.68,0,204.55,44.8
1076.8,26.68,0,204.55,44.7
1077.8,26.65,0,204.55,44.3
1078.8,26.62,0,204.55,43.7
1079.8,26.60,0,204.55,43.2
1080.8,26.59,0,204.55,42.9
1081.7,26.57,0,204.55,42.5
1082.7,26.55,0,204.55,42.1
1083.7,26.52,0,204.55,41.7
1084.7,26.49,0,204.55,41.6
1085.7,26.45,0,204.55,41.7
1086.7,26.44,0,204.55,41.6
1087.7,26.42,0,204.55,41.5
1088.7,26.40,0,204.55,41.6
1089.7,26.38,0,204.55,41.8
1090.7,26.36,0,204.55,42.0
1091.7,26.34,0,204.55,42.2
1092.7,26.33,0,204.55,42.7
1093.7,26.31,0,204.55,43.2
1094.7,26.29,0,204.55,43.6
1095.7,26.28,0,204.54,44.0
1096.7,26.27,0,204.54,44.5
1097.7,26.25,0,204.54,45.1
1098.7,26.23,0,204.54,45.5
1099.7,26.21,0,204.54,45.8
1100.7,26.21,0,204.54,46.0
1101.7,26.19,0,204.53,46.1
1102.7,26.18,0,204.53,46.0
1103.7,26.16,0,204.53,46.0
1104.7,26.14,0,204.53,46.3
1105.7,26.12,0,204.53,46.8
1106.7,26.10,0,204.53,47.2
1107.7,26.08,0,204.53,48.3
1108.7,26.05,0,204.53,50.7
1109.7,26.03,0,204.53,54.0
1110.7,26.01,0,204.53,55.0
1111.7,25.98,0,204.53,55.0
1112.7,25.95,0,204.53,55.0
1113.7,25.94,0,204.53,55.0
1114.7,25.93,0,204.53,55.0
1115.7,25.91,0,204.53,55.0
1116.7,25.91,0,204.52,55.0
1117.7,25.92,0,204.52,55.0
1118.7,25.91,0,204.51,55.0
1119.7,25.91,0,204.51,55.0
1120.7,25.90,0,204.51,55.0
1121.7,25.91,0,204.50,55.0
1122.7,25.90,0,204.50,55.0
1123.7,25.88,0,204.50,55.0
1124.7,25.87,0,204.50,55.0
1125.7,25.85,0,204.50,55.0
1126.7,25.83,0,204.49,55.0
1127.7,25.82,0,204.49,55.0
1128.7,25.80,0,204.49,55.0
1129.7,25.79,0,204.49,55.0
1130.7,25.77,0,204.49,55.0
1131.7,25.76,0,204.49,55.0
1132.7,25.75,0,204.48,55.0
1133.7,25.75,0,204.48,55.0
1134.7,25.74,0,204.48,55.0
1135.7,25.72,0,204.48,55.0
1136.7,25.70,0,204.48,55.0
1137.7,25.70,0,204.47,55.0
1138.7,25.68,0,204.47,55.0
1139.7,25.67,0,204.47,55.0
1140.7,25.65,0,204.47,55.0
1141.7,25.62,0,204.47,55.0
1142.7,25.60,0,204.47,55.0
1143.7,25.59,0,204.47,55.0
1144.7,25.57,0,204.47,55.0
1145.7,25.56,0,204.46,55.0
1146.7,25.54,0,204.46,55.0
1147.7,25.52,0,204.46,54.7
1148.7,25.51,0,204.46,52.1
1149.7,25.51,0,204.46,49.7
1150.7,25.51,0,204.45,48.0
1151.7,25.51,0,204.45,46.7
1152.7,25.50,0,204.45,45.3
1153.7,25.50,0,204.44,43.7
1154.7,25.49,0,204.44,42.1
1155.7,25.49,0,204.43,40.9
1156.7,25.48,0,204.43,39.9
1157.7,25.46,0,204.43,38.8
1158.7,25.45,0,204.43,37.9
1159.7,25.43,0,204.43,37.1
1160.7,25.39,0,204.43,36.5
1161.7,25.36,0,204.43,36.1
1162.7,25.33,0,204.44,35.7
1163.7,25.29,0,204.44,35.3
1164.7,25.25,0,204.44,34.9
1165.7,25.21,0,204.45,34.6
1166.7,25.18,0,204.45,34.5
1167.7,25.12,0,204.46,34.4
1168.7,25.08,0,204.46,34.2
1169.7,25.03,0,204.47,34.1
1170.7,24.97,0,204.47,33.8
1171.7,24.91,0,204.48,33.2
1172.7,24.86,0,204.49,32.8
1173.7,24.80,0,204.50,33.5
1174.7,24.72,0,204.51,35.1
1175.7,24.66,0,204.51,35.6
1176.7,24.62,0,204.52,35.1
1177.7,24.55,0,204.53,35.1
1178.7,24.50,0,204.53,36.0
1179.7,24.43,0,204.54,37.3
1180.7,24.36,0,204.55,37.1
1181.7,24.29,0,204.56,36.3
1182.7,24.22,0,204.57,37.1
1183.7,24.16,0,204.58,39.4
1184.7,24.07,0,204.59,41.4
1185.7,23.98,0,204.61,42.9
1186.7,23.89,0,204.62,45.1
1187.7,23.80,0,204.63,48.1
1188.7,23.72,0,204.64,51.0
1189.7,23.65,0,204.65,53.2
1190.7,23.57,0,204.66,55.0
1191.7,23.51,0,204.67,55.0
1192.7,23.44,0,204.68,55.0
1193.7,23.37,0,204.69,55.0
1194.7,23.28,0,204.70,55.0
1195.7,23.21,0,204.71,55.0
1196.7,23.13,0,204.72,55.0
1197.7,23.07,0,204.73,55.0
1198.7,23.00,0,204.74,55.0
1199.7,22.92,0,204.75,55.0
1200.7,22.82,0,204.77,55.0
1201.7,22.73,0,204.78,55.0
1202.7,22.66,0,204.79,55.0
1203.7,22.58,0,204.80,55.0
1204.7,22.51,0,204.81,55.0
1205.7,22.44,0,204.82,55.0
1206.7,22.36,0,204.83,55.0
1207.7,22.29,0,204.83,55.0
1208.7,22.23,0,204.84,55.0
1209.7,22.17,0,204.85,55.0
1210.7,22.10,0,204.86,55.0
1211.7,22.03,0,204.87,55.0
1212.7,21.97,0,204.87,55.0
1213.7,21.91,0,204.88,55.0
1214.7,21.84,0,204.89,55.0
1215.7,21.77,0,204.90,55.0
1216.7,21.71,0,204.90,55.0
1217.7,21.64,0,204.91,55.0
1218.7,21.57,0,204.92,55.0
1219.7,21.52,1,204.93,55.0
1220.7,22.13,1,204.93,55.0
1221.7,22.70,1,204.94,55.0
1222.7,23.24,1,204.95,55.0
1223.7,23.78,1,204.95,55.0
1224.7,24.27,1,204.96,55.0
1225.7,24.75,1,204.97,55.0
1226.7,25.21,1,204.98,55.0
1227.7,25.65,1,204.98,55.0
1228.7,26.07,1,204.99,55.0
1229.7,26.49,1,204.99,55.0
1230.7,26.91,1,205.00,55.0
1231.7,27.30,1,205.00,55.0
1232.7,27.66,1,205.01,55.0
1233.7,28.03,1,205.01,55.0
1234.7,28.39,1,205.02,55.0
1235.7,28.73,1,205.02,55.0
1236.7,29.07,1,205.03,55.0
1237.7,29.39,1,205.04,55.0
1238.7,29.71,1,205.04,55.0
1239.7,30.02,1,205.05,55.0
1240.7,30.33,0,205.05,55.0
1241.7,30.29,0,205.06,55.0
1242.7,30.25,0,205.06,55.0
1243.7,30.20,0,205.07,55.0
1244.7,30.15,0,205.07,55.0
1245.7,30.11,0,205.08,55.0
1246.7,30.08,0,205.08,55.0
1247.7,30.05,0,205.08,55.0
1248.7,30.01,0,205.09,55.0
1249.7,29.97,0,205.09,55.0
1250.7,29.92,0,205.09,55.0
1251.7,29.88,0,205.10,55.0
1252.7,29.84,0,205.10,55.0
1253.7,29.81,0,205.11,55.0
1254.7,29.77,0,205.11,55.0
1255.7,29.73,0,205.11,55.0
1256.7,29.68,0,205.12,55.0
1257.7,29.64,0,205.12,55.0
1258.7,29.60,0,205.13,55.0
1259.7,29.56,0,205.13,55.0
1260.7,29.52,0,205.14,55.0
1261.7,29.49,0,205.14,55.0
1262.7,29.44,0,205.14,55.0
1263.7,29.40,0,205.15,55.0
1264.7,29.36,0,205.15,55.0
1265.7,29.31,0,205.16,55.0
1266.7,29.27,0,205.16,55.0
1267.7,29.23,0,205.17,55.0
1268.7,29.19,0,205.17,55.0
1269.7,29.16,0,205.17,55.0
1270.7,29.12,0,205.18,55.0
1271.7,29.07,0,205.18,55.0
1272.7,29.02,0,205.19,55.0
1273.7,28.98,0,205.19,55.0
1274.7,28.95,0,205.20,55.0
1275.7,28.91,0,205.20,55.0
1276.7,28.86,0,205.20,55.0
1277.7,28.82,0,205.21,55.0
1278.7,28.78,0,205.21,55.0
1279.7,28.73,0,205.22,55.0
1280.7,28.70,0,205.22,55.0
1281.7,28.67,0,205.22,55.0
1282.7,28.64,0,205.23,55.0
1283.7,28.61,0,205.23,55.0
1284.7,28.57,0,205.23,55.0
1285.7,28.53,0,205.23,55.0
1286.7,28.49,0,205.24,55.0
1287.7,28.45,0,205.24,55.0
1288.7,28.42,0,205.24,55.0
1289.7,28.38,0,205.25,55.0
1290.7,28.34,0,205.25,55.0
1291.7,28.30,0,205.25,55.0
1292.7,28.26,0,205.26,55.0
1293.7,28.22,0,205.26,55.0
1294.7,28.18,0,205.27,55.0
1295.7,28.14,0,205.27,55.0
1296.7,28.10,0,205.28,55.0
1297.7,28.05,0,205.28,55.0
1298.7,28.01,0,205.29,55.0
1299.7,27.97,0,205.29,55.0
1300.7,27.93,0,205.29,55.0
1301.7,27.89,0,205.30,55.0
1302.7,27.84,0,205.30,55.0
1303.7,27.80,0,205.31,55.0
1304.7,27.76,0,205.31,55.0
1305.7,27.74,0,205.31,55.0
1306.7,27.70,0,205.31,55.0
1307.7,27.66,0,205.32,55.0
1308.7,27.62,0,205.32,55.0
1309.7,27.58,0,205.33,55.0
1310.7,27.54,0,205.33,55.0
1311.7,27.51,0,205.33,55.0
1312.7,27.47,0,205.34,55.0
1313.7,27.43,0,205.34,55.0
1314.7,27.38,0,205.35,55.0
1315.7,27.34,0,205.35,55.0
1316.7,27.31,0,205.35,55.0
1317.7,27.26,0,205.36,55.0
1318.7,27.21,0,205.36,55.0
